text,label,source,dialect,prediction,label_name,pred_name
يخي كنت احب اسمع كل الاغاني لحد ما وقفت بالازمة بين الافانتي والسيفيا قرفت العراقي والمصري والمغربي,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
معن مارضا يعني ممكن فجايه وانتي معها اطعنك,1,ArabicDangerous,Unknown,0,Toxic,Safe
انتي ليش اصيرين ملطلط شعليج اذا ترحمو على صدام يعني انكلبت الدنيا والمسلم الحقيقي مايتلعن على احد وخصوصن اذا كان مسلم النبي محمد كان يبكي اذا شاف جنازت واحد يهودي يبكلي لين مالحك يدخله للاسلام وانتي جاي تتلعنين عليه وانتم يعني مافكرتو من بعد صدام العراق اصار بيه ولا دوله تحترمنه الكل محتقرتنه حته العرب,0,ArabicOffensive_Taxonomy,Unknown,1,Safe,Toxic
وش الشفاحه هاذي؟ حتى لو حلو صدق اول مره تشوفين شخص وسيم؟ المصوره مستفزه الله يعين اللي بيرتبط فيها ذي,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
هه والعبيد كملوها بوس,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
ان الصمود الاسطوري لرجال دولة الاسلام في وجه الترسانة والاعلام والحصار الصهيوصليبومجوسي بشمركي يوطد دعايم دولة الاسلام باذن الله لتبنى على قاعدة متينة,1,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,0,Toxic,Safe
انت طايق نفسك ازاي يابني شليت ديك امي,0,Egyptian_HateSpeech,Unknown,1,Safe,Toxic
ايا لابوبال,0,DziriOFN,Unknown,1,Safe,Toxic
السبب الاول لهذه المشكله هو رييس مجلس النواب انفعالاته غير مبرره,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
لا احب النظام الايراني لانه سبب الماسي التي اصابت الامة العربية ولكن الحجاب هو فرض من اللهو الشمس لا تغطى بغربال,0,HijabYT,Unknown,1,Safe,Toxic
عجوز تنصح داعش ويمكرون ويمكر الله والله خير الماكرين خبتم وخاب مسعاكم يا كاذبين,0,Fraiwan,Unknown,1,Safe,Toxic
السلام عليكم ورحمه لله وبركاته من الرقه ارض الخلافه,1,Fraiwan,Unknown,0,Toxic,Safe
طب هاي لاعبه اولا وثانيه يعني يشوفو المذيعات الي عندهم,1,NUHA,Unknown,0,Toxic,Safe
فاشله بمعنى الكلمه,0,NUHA,Unknown,1,Safe,Toxic
تقرير الامم المتحدة ذكر ان من القتلى مدنيون ولكنكم دايما تذكرون عشرات القتلى من الحوثيين يوميا المفروض قتلى الحوثيين شارف الاف او اكثر؟,1,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,0,Toxic,Safe
خصوصا اذا كانت مسترجله,0,NUHA,Unknown,1,Safe,Toxic
انكنت راجل يزعطوط الكلب ادخل للبلاد,0,DziriOFN,Unknown,1,Safe,Toxic
التربيع بالخلفاء الاربعة وان ترتيبهم فيها على ترتيبهم في الفضل،وينصون على ان الخلافة في قريش لا يعاديهم احد الا كبه الله في النار،وينصون,1,Fraiwan,Unknown,0,Toxic,Safe
كاس العالم حيوحشنا قبل تفكر تعاقب الاهلي فكر فيما سيفعله المدرج بك ان عاقبت معشوقهم انتبه تقرب انتبه بركان راكد ان ثار احرقك,0,ArabicDangerous,Unknown,1,Safe,Toxic
بيض الله وجهه حتى المراة الاخرى التي كانت تدافع القمتها حجر اذهبي لليونان,1,HijabYT,Unknown,0,Toxic,Safe
شعب قمة انحطاط مش طبيعية اخص على شارب يلي ما يغار يفضح عرض كل واحد قبل على مرته او اخته تطلع مع الحضور، شعب عايب الا من رحم ربي,0,NUHA,Unknown,1,Safe,Toxic
روحي اتعلمي ديري فيديو او من بعد نخممو نشوفو فيديوهاتك ولى لالا الصوت ضعييف جدا,1,Algerian_Offensive,Unknown,0,Toxic,Safe
اقتلك مو لدي الدرجة,0,ArabicDangerous,Unknown,1,Safe,Toxic
قال برد عل ابراهيم سعيدو في منشن دخلو شتمني اناو هوا عيل سيس صغير هزقتوا بالادبو رزعتوا بلوك عيال هيعلمونا حب الزمالك يا هوبي,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
البركه فيكم انتو اهل الشر والفتن,0,ArabicOffensive_Taxonomy|MPOLD|TextDetox,Multi-dialect|Unknown,1,Safe,Toxic
الاعدام هو الحل الوحيد لاليهود دول,0,HateCheck_Arabic,Unknown,1,Safe,Toxic
لا يختي انتي مزبوطة هاي بلد حرمنة وسرقة وولاد حرام الي دايرينها,0,NUHA,Unknown,1,Safe,Toxic
فك لحسد صافي مابغاتوش الف واحد يتمناها الي دارت جا عليها بصحتها ورحتها نت واش رجل بعدا ولا مراة فين حاسة بك اجلوف,1,MAOffens,Unknown,0,Toxic,Safe
ي ليل واضح عليك تحب المظاهر للعلم انا اتحدث عن اخلاقي وتسذا مااقصد مناصب وفلوس وخرابيط ولو كنت وحده منهمي ذكي وش ابي فيك,0,Arabic_Superset|OSACT5,MSA + mixed dialects|Multi-dialect,1,Safe,Toxic
التعليقات مرض حسبي الله ونعم الوكيل,0,NUHA,Unknown,1,Safe,Toxic
اهم شيء عندي الاحترام والنضافه اشطح خاص لاتستحي,1,AdultContent,MSA/Mixed,0,Toxic,Safe
اضرب يا مصري في المضمون يا عميق,0,OSACT4|OffensEval2020_AR,MSA + mixed dialects|MSA/Mixed,1,Safe,Toxic
شوف من النجوم الذي سيعلق لكع الفيسبوك ليش هيك بتعملوا بحالكوا,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
كلامك صحيح بدون نقاش ولكن طريقة كلامك فيها شك,0,MAOffens,Unknown,1,Safe,Toxic
اياك ان تقرا حرفا من كتابات العرب فحربهم اشاعة وسيفهم خشب وعشقهم خيانة ووعدهم كذب لعنة الله عليه خاين,1,ArCybC,Unknown,0,Toxic,Safe
الله ياخذكم من مبزرة,0,ArabicCyberbullying,Unknown,1,Safe,Toxic
معناها يفترض انه نشجع ايران كونها العدو اللدود بنظر اليهود,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
الناس طلعت عالمريخ واحنا ماكلين هوا وبعدنا منسولف عن المساواة والعدل بين الرجل والمراةزغرتيله ياهلاله,0,NUHA,Unknown,1,Safe,Toxic
زعلان علي البنات اللي ملهاشف الكورة,0,FemaleSportHate,Unknown,1,Safe,Toxic
فتاة بيضاء تنحني لتضاجع احد معلميها,0,PolyGuardMix,Unknown,1,Safe,Toxic
مجلة دابق العدد الخامس الدولة الاسلامية حماة حمص,1,Fraiwan,Unknown,0,Toxic,Safe
مصر لا هي جبهه ولا حزب ولا ايتلاف مصر وطن نحبه جميعا من غير خلاف تغريداتي في يونس,1,AdultContent,MSA/Mixed,0,Toxic,Safe
لطفي منحط الناس عملولك قيمه وقدر وانت متسحقوش منحملكش وتو كرهتك يقليل التربيه,0,Arabic_Superset|MultiDialect_NabilBadri|T-HSAB,Multi-dialect|Tunisian|Unknown,1,Safe,Toxic
بلعافيه يا دبه,0,AraTox,Unknown,1,Safe,Toxic
اقول اقضبي ارضك مافي اسقاط ولاية ولا تعدد,0,Arabic_Superset|OSACT5,MSA + mixed dialects|Multi-dialect,1,Safe,Toxic
كاسره خشومنا وقطر تبيع وتشتري فيكم بجوال ولا مبلغ مايجيب علبة منديل اذا كنت رجل من ظهر رجال قول الحق ليش خاين ولده سلطانكم منع اهل السنه من صلاة عيد الاضحى بمايرونه وليس بما يرونه اهل البدع والخرفات الاباظية,0,ArabicOffensive_Taxonomy,Unknown,1,Safe,Toxic
طعنوا كويتي صاحب شركه واقتلوه اقتحموا شركة الوعلان واقتلوه اخطفوا محامي ووضعوه في دبة السياره محاولين قتله زورو,1,AraTox,Unknown,0,Toxic,Safe
لا والله ليس مسكين اقراي اخبار نساء العالمين حتى تعرفين ان هذا المهر اللذي يقدمه لا يسوى الا وسخ اظفارها,0,ArabicOffensive_Taxonomy|Arabic_Superset|MLMA|MultiDialect_NabilBadri,Multi-dialect|Unknown,1,Safe,Toxic
اي مشجع تم اعتقاله في مصر سيردب مصريين في الاردن ساعه من الزمن انتو مش،,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
والله لو القرود السود وبيكرهوههم اليهود غير احبهم بس ناجحين اليهودع فكرة يلي عرفو يبرمجو مخ العرب ويخلوهم يعتبرو ايران عدوهم,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
في وقت العصابة علاش ماكناش نشوفو مقاطعة ؟؟ مارانيش مع بوصبع ومارانيش مع الاحرار مجرد سوال,0,DziriOFN,Unknown,1,Safe,Toxic
هاردلك يا خسرتو شرف مقابله ريال مدريدب مونديال الانديه,0,AntiFanatic,Unknown,1,Safe,Toxic
احمد جاموسة جزمة ناطقة,0,ArabicAbusiveCollection,Unknown,1,Safe,Toxic
د جوادي السجن خلوة والنفي سياحة والاعدام شهادة كلها جوايز والمساكين اتباع هبل انتفاش وغرور وغطرسةوسفاهة ان لم يتوبوافمالهم كابي جهل,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
طاح حضكم هاي خليجيه,0,ArabicCyberbullying,Unknown,1,Safe,Toxic
كيف كل زمن واله اتباعه الزقيفة بايام الاحتلال السوري للبنان، كان اشهرهم ناصر قنديل زال الوجود العسكري وتبخ,0,Arabic_Superset|AwaneArabizi|L-HSAB|MultiDialect_NabilBadri|arHateDataset,Levantine|Multi-dialect|Unknown,1,Safe,Toxic
انا والله مافهمت والو تيكونو مزوجين واطلقو وارجعو اتصاحبو اش داها تمشي معاه او تلاقى بيه انا منها انهز راسي او نخويارض الله واسعة هو خايب او حتى هي ماشي حسن منو بغى الحب لوالفلوس مزوجة بشمكار شحال من وحدة ضرب او سرق باش اجيب ليها انا بغيت نعرف علاس الي بغى ادير فيديو كيحيد حوايجو واتكرفس على البنات الله انعلها رجلة انا بغيت هدا مع قاتل حنان اطلاقاو كيداير نوع التعامل,1,MAOffens,Unknown,0,Toxic,Safe
مر من امامي البارحة اجمل خبر دون لون احمر او غبن سياسي,1,Arabic_Superset,Multi-dialect,0,Toxic,Safe
احقر شعب على مر التاريخ هم الروس والمجوس الايرانيين والنصيرية العلوية هم اخطر شيء على الاسلام والمسلمين,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
عطي السيدة رزقها طلعتي نصاب,0,MAOffens,Unknown,1,Safe,Toxic
انتي واحد مش محترم ما عندك اي نوع من الاخلاق ما بدي ارد عليك باسلوبك التافه زيك باي روح نام وانتي مرتاح,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
انا ما بزاود بس احترام القانون والدستور لا يكون مجتزا لا تنسى تزوير الانتخابات وخصوصا يعني تزوير الركن الاول بالدستور,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
المجاهد انتقل الى جنات الخلد ولا يخاف لومة لايم ابشروا يا سنة، الان نحن في مرحلة عدم الخوف من لومة لايم,1,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,0,Toxic,Safe
وله صفاء ان اصرت واصلك على مادبا بمردغك بعدين دعاء سيبك منها هاي عيرانة مني مش اكتر,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
الناس تكبر تعقل وهي زادت اهبال,0,NUHA,Unknown,1,Safe,Toxic
سمعت ان كثير من شاب حزب التحرير بايعوا الدولة بعد انعقادها,1,Fraiwan,Unknown,0,Toxic,Safe
كمية القرفف التعليقات شعب البين سامطه,0,NUHA,Unknown,1,Safe,Toxic
اسم على مسمى الله يشفيهاو تقوم بالسلامه جيل كامل بستنى فيها,1,NUHA,Unknown,0,Toxic,Safe
مستخدم بتضلك ديما الواطيه يا واطيه,0,ArMI,Levantine/Mixed,1,Safe,Toxic
الشاعر قال ليت السماء تمطر شراميط وقحاب والبلاد تنبت قوارير وسكي,1,NUHA,Unknown,0,Toxic,Safe
رد السيدة فلوسها ولد الحرام,0,MAOffens,Unknown,1,Safe,Toxic
من شروط استكمال الاتعدادللمعركة البرية وصول غلابى مصر ليزج بهم في المقدمة,1,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,0,Toxic,Safe
هل من كتاب او مقال نقرا فيه عن هذه التكنولوجيا ام انها سرية لا يعرفها الا خاصة من الناسو من ضمنهم انت؟,1,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,0,Toxic,Safe
بشار الاسد انسان وقح جدا,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
والظاهر من دفاعك عن الصهاينه والطعن في الفلسطينيون انك من اتباع ال سلول ويبقى الشعب الفلسطيني تاج راس كل من يطعن فيهم وللعلم من كان له خوار هم المدافعين عن الصهاينة امثالك,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
التهنية بالمولد مش بالكفر يا مسلم يا ذكي يا مومن يا ورع يا تقي يا نقي,1,AraTox,Unknown,0,Toxic,Safe
لا حول ولا قوة الا بالله منتهى التخلف من ينظر للمطلقه بانها انسانه فاشله,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
انتا كول هوا وما خصك بسوريا,0,MultiDialect_NabilBadri,Unknown,1,Safe,Toxic
الناقه ياسليطين من تراث العرب وكانو يتنقلون عليها بما فيهم الرسول صلي اله,0,SaudiCodeMixing,Unknown,1,Safe,Toxic
هه صرتي تحكي زي وزير الصناعة والتجارة,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
هاي راح تقول قومي يا صبيه قعدي الشب,0,NUHA,Unknown,1,Safe,Toxic
هي هي علامك بجقم ثمك,0,NUHA,Unknown,1,Safe,Toxic
الله يعين الشعب المصريع هيك رييس بفكر الصواريخ العاب,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
ارحل يا شوال تركي ال الشيخ,0,SaudiCodeMixing,Unknown,1,Safe,Toxic
مستحيل والف الف مستحيل ان ننهض فكريا وحضاريا مادام كل بلد عربي يحكمه عايلة واحده تقيل وتعين من ضمن افراجها ولا تعير اهتماما لشعوبها,1,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,0,Toxic,Safe
انت والله ماتحشم,0,DziriOFN,Unknown,1,Safe,Toxic
شاي باركر لديها وجه ملاك وجسم محشو بالحبر يجعلك ترغب في القاء الكثير من البراز على كل وكل وشم,1,PolyGuardMix,Unknown,0,Toxic,Safe
انه الحرس الثوري وليس ايران؟ حكومة ايران مختطفه وشعب ايران مغتصب مثلها,1,ArCybC,Unknown,0,Toxic,Safe
الحوثي اليماني يقهر فذي القطه شوت عسي رجلك الكسر,0,SaudiCodeMixing,Unknown,1,Safe,Toxic
السيسي لن يسمح هه خليكو في تكنولوجيا الكفتةو دع السماح من عدمه لاسراييلو امريكا,0,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,1,Safe,Toxic
كله بسبب الديك السامي,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
الانسانية كلمة اليوم تفككت حلقاتها وتباع على موايد السلاطين كما يباع لحم البورمين المسلمين في الشوارع,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
الله اكبر ولله الحمدوالمنة الى جهنم وبيس المصير,0,Fraiwan,Unknown,1,Safe,Toxic
الله ريت الشلل بشفايفك مثل حفاف الطشت,0,NUHA,Unknown,1,Safe,Toxic
انتا وانتي ايوه عمرك لا تفكر تدور على ممثلة او حد مشهور بشبهك اساسا انت بالذات لما امك خلفتك قعد الدكتور يحلفلها يمين انه ما فيك شي,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
مافي فايده لوتحط كيلو معجونه الشنعه شنعه,1,NUHA,Unknown,0,Toxic,Safe
رهف حرام,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
جاد وادورع جاده تجي خاص ادلعها شوقر دادي,0,HateDay,Multi-dialect,1,Safe,Toxic
هذا الحكومه كما طلعها المغرب غدين يهبطوها شعب انشاء الله,1,Moroccan_Darija_v2,Moroccan,0,Toxic,Safe
ساخرج عن صمتي في نسوان المصيبة انهم امهات عيال قد الحيطان، بيعلقوا تعليقات زبالة زي وجوههنع تغريدات زلام، انداري اشي مقرف الله لا يبتليناو هاي,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
مش منك من الي لابسيته عراسك بنات البسو احجاب او اخلعوه غير هيك غير مقبول رجايي الحار,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
هي يبدو انو صفحته سوده عند زوجته اكلها المسكين صباحك ورد,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
لاتتكلم في العقيدة فاصل خلاف اهل السنةو الجماعة مع الصوفية في العقيدة اليست من عقيدة الصوفية ان الله يحل في كل مكان ثم ان الله يتحد في مخلوقاته يعني عقيدتين فاسدتين الحلولية والاتحاد واما,0,Algerian_Offensive,Unknown,1,Safe,Toxic
البرازيلي التون لاعب القادسية بعد اقتراب عقده من نهايته وده يعرف وش تفكر فيه ادارة النادي,1,AntiFanatic,Unknown,0,Toxic,Safe
اللاجيين مثلك بيثيرو الشففققة,0,HateCheck_Arabic,Unknown,1,Safe,Toxic
بكره بعد بدك السامر هوو نايبه الرييس اليوم وبكره عذريتهم ماخذين الفلوس الفيسبوك وكل شيء العالم كلها مصاري عشان اليوم وبكره اليوم وبكره اليوم وبكره شو هالحكي هذا الموديل مصارينا من زباله لا دافع ولا اشي ولا اشي الحلويات من شان نكته غصبن عنك لجيبك,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
وع لحجيه,0,AraTox,Unknown,1,Safe,Toxic
انتبهي للي بالخاص لا اقتلك,0,ArabicDangerous,Unknown,1,Safe,Toxic
السماوي طقل من منكم اشرف مني وهو اعترف بانه ذو حياة خاصه,0,HateDay,Multi-dialect,1,Safe,Toxic
وهكذا تخلى العرب عن عروبتهمو صار الشاطر اللي بسب العربو العروبة اكثر طيب لما ما بدك تكون عربي شو بتحب تكون اسبارطي مثلا,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
انت البقرة بتحترم حالك يا راعي يا شارب بول الابل شعوب متخلفة مغرر بها قال اكتشف امريكا قال فعلا انك جاهل,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
كلهم مغطيين وجوهم بطلنا رافع راسه بشرف وعزه نفس,1,Arabic_Superset,Multi-dialect,0,Toxic,Safe
يا قلة القيمة استغفر الله العظيم,0,NUHA,Unknown,1,Safe,Toxic
كلي تبن انتي وهي,0,NUHA,Unknown,1,Safe,Toxic
اللهم احفظ المجاهدين الموحدين وسدد رميهم وقوي عزيمتهم واحفظهم من كل شر يتربص بهم,1,Fraiwan,Unknown,0,Toxic,Safe
خير انتبهي لمحاضرتك غاده لا اضربك,1,ArabicDangerous,Unknown,0,Toxic,Safe
مبرووك اهلا بك في عالم البطالة,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
احيانا افضل ان اتبادل العناق والحديث طوال الليل بدلا من ممارسة الجنس انا رجل,1,PolyGuardMix,Unknown,0,Toxic,Safe
هه وهنالك شي مهم لا تقومه الا النساء اى هو فيه شي ماا يقوم على النساء هه يسعد رب النساء محناا بخير لولا النساء,1,NUHA,Unknown,0,Toxic,Safe
على راي النايب الرواشده حكومتنا خرفت وعجزت والخيل لما تعجز وجب اتخاذ اجراء بحقها بلاش طخ ممكن نرسلها على دار العجزة,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
عادي ما بستغرب كثير ناس هون سايقه فيها التشكيل العرط يعني يا عمي شو اللي جابرك ما حدا رح يحبكع مظهرك ولا حدا رح يحبكع حكيك اللي مش من واقعك خليك انته والله الواحد شبع يكون شايفك فوق بعدين ولا انته عباره عن شخصيه تافهه قله النوم هيك بتعمل عادي,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
معناها رحنا بحوض نعنع من الحجم العايلي احنا بنشوفكو بسيارات زغيره وبتعملو كوارث لا بتعرفو تصفو ولا ترجعو ولاسيطره وبتفكرن دعسه البنزين بريك كيف باصات اكلنا كنادر وضاع مستقبلنا هدر,1,NUHA,Unknown,0,Toxic,Safe
بلا مواخذه تفوو على هيك رد وهيك كلام الله ينتقم من هيك حكومه والي فيها قال جمانعه غنيمات يا عيب العيب,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
حنا كشعب منتحتاجوهمش وادا احتاجتهم حكومة الجزاير نقول لهيفة وهبي ومحمد رمضان شعب الجزاير ما يحبوكمش وما يسمعش لكم سيرو في حالكم لهلا يسهل لكم,0,Algerian_Offensive,Unknown,1,Safe,Toxic
ينصح ويلقن دروس ادب العصملي في البر ليبيا وفي البحر مع اليونان وقبرص,1,AraTox,Unknown,0,Toxic,Safe
البق مايزهق الكذب حبلو قصير وهاد الجيران الله يهديهم الكذوب عندهم بحال شريب الما تلاقاو معانا حنا ماكانزكلو والو هه,0,AfriHate,Unknown,1,Safe,Toxic
اراء انا هاولاء الايمة حملوا علي بالحاج المسوليةو براو خالد نزار المجرم الذي اطلق الرصاص على شعب اعزل,0,Algerian_Offensive,Unknown,1,Safe,Toxic
مادريت ان مقطع غبي بيخليني هورني,1,AraTox,Unknown,0,Toxic,Safe
مستخدم ديما الثورة تسير على خط مستقيم وكلاب فارس تنبح,0,ArMI,Levantine/Mixed,1,Safe,Toxic
ونا بقول عنكي عاقله من عيله عريقه ومحترمه ولويه لودتي,1,NUHA,Unknown,0,Toxic,Safe
هه تقول طفلة خليها تعيش طفولتها ليش تخليها تغني يا نوري,1,ArabicCyberbullying,Unknown,0,Toxic,Safe
وقتما كان يتم ذبح المسلمين على الاسفلت امام دار الحرس الجمهوري كانت ذياب يونيو ترقص فرحا على دمايهمو اشلايهم,0,Fraiwan,Unknown,1,Safe,Toxic
يقول ابن القيم والله ان العبد ليصعب عليه معرفة نيته في عمله فكيف يتسلط على نيات الخلق؟,1,Arabic_Superset,Multi-dialect,0,Toxic,Safe
ايوا احنا مننوع نخق وهم عادي ان خقينا تكلموف الدين والاخلاق وهم نسسيوه لما جات بنت ترامب وغيرها,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
بدا طلاء قبابه باللون القرمزي المميز للفرس وترميمه ليصير مكانا لحرب الله ورسوله بدل طاعنهما,1,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,0,Toxic,Safe
كون امراة خطرةة,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
لن يكون الا وبالا عليكم ايها السفلة,0,NUHA,Unknown,1,Safe,Toxic
مره وحدةي كذاب,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
هه ذول شيتكلمون مجانين شجابكم الكاظم,0,ArabicOffensive_Taxonomy,Unknown,1,Safe,Toxic
ويستحق يكون الزعيم بعد ما صطيف قتلة للزعيم ابو صالح غدر,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
طيب اخررس واطلع من حسابي ماحد لم العراقيين والسوريين غير الاردن وبتتشمتوا فينا حسبي الله فيكم,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
محمد الزواهرههۦ،,0,NUHA,Unknown,1,Safe,Toxic
عشان مهزءة,0,HateDay,Multi-dialect,1,Safe,Toxic
اهل مكه ادرى بشعابها,1,NUHA,Unknown,0,Toxic,Safe
كم بقي لك من العمر عودي الى الله فان القبر لا يعلم به الا الله ربنا يهديك,1,NUHA,Unknown,0,Toxic,Safe
انجيلا وايت اريدك ان تغطي وجهي بالبراز اضاف فبراير,1,PolyGuardMix,Unknown,0,Toxic,Safe
التعليمات انتاعك وانتاع سي فرحات كيف كيف هه بابابابا بابا ميستر بن الجزاير,1,Algerian_Offensive,Unknown,0,Toxic,Safe
شكون هاد خينا ولا معمر اليوتيوبو لكن الحركات ديال ادومةو الراقصة نور سبحان الله,1,MAOffens,Unknown,0,Toxic,Safe
السيسي لا يحتاج الى دعمكمو هو قد رضي عنه النبي ابن عبد الوهاب الذي ظهر في نجد واتباعهو اليوم يرضى عنه نبيا اخر خرج في مصر الله اكبر مبروك عليكم,1,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,0,Toxic,Safe
هل انا الوحيد هنا الذي يعتقد ان معظم التيلز مبالغ فيها ان لم تكن هراء كاملا؟,1,PolyGuardMix,Unknown,0,Toxic,Safe
فوضي اداريه مدربين في سنهو نصف قضايا لاتنتهي ماذا قدمت غير وجع القلب لجماهير ارحل غير ماسوف عليك ارحليامسلي,0,SaudiCodeMixing,Unknown,1,Safe,Toxic
افترو,0,NUHA,Unknown,1,Safe,Toxic
انتو كاتبين مدرسة بنات مش مرجلات اش المصخره هاي فش فيهن ولا بنت,0,NUHA,Unknown,1,Safe,Toxic
مستخدم خلاص دورو لكم سالفة ثانيه تشغلون انفسكم فيها يامرتزقة,0,ArMI,Levantine/Mixed,1,Safe,Toxic
يمانيه انثى يا جاهل,0,AraTox,Unknown,1,Safe,Toxic
اسوء شيء ان تعزم اشخاص وبعد ان يذهبو تبداء بالجلي الخلاصة تقول ان الاوان للمراة ان تثور وترفع شعار احمل صحنك واغسله للتتحر غير ذلك كلام فاضي,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
انا محجبة وما مقتنعة بالحجاب وحتى لما لبشته ما كنت مقتنعة اهلي جبرونيع كلشي ولما اكبر راح اخلعه ولو كان اخر شيء راح اسويه بحياتي,1,HijabYT,Unknown,0,Toxic,Safe
اللهم دمر كل من تامرووتحالفوعلى اليمن واهل اليمن,0,AdultContent,MSA/Mixed,1,Safe,Toxic
لما قلنا برنس الكون بتاع كوريا يجي يمسك البلد شهور الكل حيشتغل ومش حيكون فيه فساد ولا رشاوي ولا حد يسيب شغله وينط من فوق السور الناس زعلت وقالت لا عايزين الحكومه الحونينه الطريه دي,0,HateDay,Multi-dialect,1,Safe,Toxic
مسكينة تسخف ارحموا من في الارض الانسان هذا تولد خنثي محتاج مساعدة طبيةو نفسية,0,NUHA,Unknown,1,Safe,Toxic
اخس خدمة سنونو احسن منهمب كثير خلهمع دعايتهم ويزعمب يضربون سنونو عشم ابليس بالجنة سنونو واثق الخطوة يمشي ملكا وداعسينع راسهم,1,HateDay,Multi-dialect,0,Toxic,Safe
ليش عامله بحالها هيك عزره والله,0,NUHA,Unknown,1,Safe,Toxic
الله عليك ياملك عبدالله انت تخاوي شعبك وبشار السفاح نازل مجازر بشعبو ماقول غير حسبنا الله ونعم الوكيل والله واكبر عليك يا ظالم,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
شبيحة رونالدو خلاص يرحم امكم عرفنا انه اكبر من النادي وبيية اليوفي صحية وافضل وهو احسن شي في الحياة والنادي ولا شي بدونه خلااص,1,AntiFanatic,Unknown,0,Toxic,Safe
ياعيب الشومع عمرك انجنيتي للاسف مفكره انه الي بتشلح اكتر بتكون وهي للاسف خسرانه,0,NUHA,Unknown,1,Safe,Toxic
اثنين تعلقش معهم بحياتك تاعيين البنقو بالسواقة وجراح بنقاش,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
اه لذه زنجي,0,AraTox,Unknown,1,Safe,Toxic
دول كفار,0,AraTox,Unknown,1,Safe,Toxic
حرق بجهنم,0,NUHA,Unknown,1,Safe,Toxic
هالايام البدو يطلع ترند يقص شعراتو شفتو شلون هالشي سهل مابدو تعب,1,NUHA,Unknown,0,Toxic,Safe
لانها ملك ابوك ياخنزير اللهم الحق الخام يني بالهالك الخميني كلهم خامات الخنازير تتقاطر على بعضها وكان الارض العربية ملكهم,0,Arabic_Superset,Multi-dialect,1,Safe,Toxic
نرى ان الجزيره تنحاز للتعليقات الموءيده للعرب والدواعش ولاتنشر ردود وتعليقات الاكراد وذلك بعيد كل البعد عن الحياديه ،،شكرا,0,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,1,Safe,Toxic
ازنح اعلاميه بالكوون,0,NUHA,Unknown,1,Safe,Toxic
شوفو لا عاد تجلدون رهف كل مره,0,SaudiCodeMixing,Unknown,1,Safe,Toxic
